seqnames	start	end	width	strand	fold_change	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	gene_symbol
chr19	44925412	44927454	2043	*	0.895373799819004	0.00021598494253516	Promoter (<=1kb)	19	44926796	44931196	4401	1	342	ENST00000692926.2	0	ENSG00000291128	APOC1P1	apolipoprotein C1 pseudogene 1	APOC1P1
chr21	44911059	44913311	2253	*	0.946705591909796	0.000216293710565972	Promoter (<=1kb)	21	44885953	44911460	25508	2	3689	ENST00000397857.5	0	ENSG00000160255	ITGB2	integrin subunit beta 2	ITGB2
chr20	59754545	59757266	2722	*	0.851360388293516	0.000216523056696466	Exon (ENST00000359926.7/116154, exon 4 of 13)	20	59721210	59847711	126502	1	116154	ENST00000395636.6	33335	ENSG00000087495	PHACTR3	phosphatase and actin regulator 3	PHACTR3
chr15	66629940	66633328	3389	*	0.790701966898028	0.000216750371450152	Intron (ENST00000558797.1/102723165, intron 1 of 4)	15	66582190	66685794	103605	1	102723165	ENST00000558797.1	47750	ENSG00000259471	LINC01169	long intergenic non-protein coding RNA 1169	LINC01169
chr20	57479408	57485053	5646	*	0.719030771666596	0.000217460562860062	Distal Intergenic	20	57499554	57524257	24704	2	140690	ENST00000608440.5	39204	ENSG00000124092	CTCFL	CCCTC-binding factor like	CTCFL
chr17	2709003	2711066	2064	*	0.89360609057914	0.000217460562860062	Promoter (<=1kb)	17	2703406	2711198	7793	2	23277	ENST00000576309.5	132	ENSG00000132361	CLUH	clustered mitochondria homolog	CLUH
chr17	76623868	76629623	5756	*	0.771047983060993	0.000217460562860062	Promoter (<=1kb)	17	76625125	76626391	1267	2	55808	ENST00000585633.1	0	ENSG00000070526	ST6GALNAC1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	ST6GALNAC1
chr19	823944	825175	1232	*	1.14338948780906	0.00021749102021818	Promoter (<=1kb)	19	825097	832017	6921	1	566	ENST00000592205.5	0	ENSG00000172232	AZU1	azurocidin 1	AZU1
chr10	132279771	132284041	4271	*	0.928686549657885	0.000217978339795648	Intron (ENST00000368622.5/282974, intron 1 of 11)	10	132207492	132307214	99723	2	282974	ENST00000368622.5	23173	ENSG00000165752	STK32C	serine/threonine kinase 32C	STK32C
chr1	24932622	24935105	2484	*	0.77940046619685	0.000218124312601089	Promoter (2-3kb)	1	24899511	24930276	30766	2	864	ENST00000308873.11	-2346	ENSG00000020633	RUNX3	RUNX family transcription factor 3	RUNX3
chr11	68685671	68688250	2580	*	0.954392352725211	0.000218329743263162	Promoter (1-2kb)	11	68684544	68691175	6632	1	51083	ENST00000265643.4	1127	ENSG00000069482	GAL	galanin and GMAP prepropeptide	GAL
chr12	107843383	107846457	3075	*	1.01499478797691	0.000218396493127811	Exon (ENST00000651741.1/ENST00000651741.1, exon 1 of 9)	12	107903270	107903948	679	2	728739	ENST00000547904.1	57491	NA	LOC728739	programmed cell death 2 pseudogene	LOC728739
chr2	110805721	110811866	6146	*	0.802999955979184	0.00021844773559981	Promoter (<=1kb)	2	110805319	110995909	190591	1	55289	ENST00000433706.5	402	ENSG00000153093	ACOXL	acyl-CoA oxidase like	ACOXL
chr10	42855980	42861521	5542	*	0.775995555698302	0.000219273330265295	Distal Intergenic	10	42871521	42874060	2540	1	101929445	ENST00000421320.1	-10000	ENSG00000234944	LINC02623	long intergenic non-protein coding RNA 2623	LINC02623
chr4	1206858	1209482	2625	*	0.921570285328725	0.000219303148617463	Promoter (<=1kb)	4	1196827	1208828	12002	2	100130872	ENST00000502657.1	0	NA	LOC100130872	uncharacterized LOC100130872	LOC100130872
chr20	63320527	63323699	3173	*	0.898658222901111	0.000219408019172778	Promoter (<=1kb)	20	63320099	63328479	8381	1	57642	ENST00000455906.1	428	ENSG00000101203	COL20A1	collagen type XX alpha 1 chain	COL20A1
chr8	143315036	143319497	4462	*	0.91459343846397	0.000219642457046714	Promoter (<=1kb)	8	143304384	143315807	11424	2	116447	ENST00000519977.5	0	ENSG00000184428	TOP1MT	DNA topoisomerase I mitochondrial	TOP1MT
chr11	71253241	71256287	3047	*	0.865162746058788	0.000219656318438749	Promoter (<=1kb)	11	70467854	71252577	784724	2	22941	ENST00000601538.6	-664	ENSG00000162105	SHANK2	SH3 and multiple ankyrin repeat domains 2	SHANK2
chr3	128572745	128578613	5869	*	0.786377220940982	0.000219760645664667	Promoter (<=1kb)	3	128572000	128576086	4087	2	23434	ENST00000356020.2	0	ENSG00000198685	LINC01565	long intergenic non-protein coding RNA 1565	LINC01565
chr10	99536641	99539701	3061	*	0.861403872343915	0.000220076316822751	Downstream (<=300bp)	10	99532942	99536524	3583	1	159296	ENST00000344586.9	3699	ENSG00000119919	NKX2-3	NK2 homeobox 3	NKX2-3
chr1	7007888	7010931	3044	*	0.86387544621879	0.000220104459021884	Exon (ENST00000456701.1/127138864, exon 2 of 2)	1	7008376	7014279	5904	2	127138864	ENST00000456701.1	3348	ENSG00000237365	CAMTA1-AS3	CAMTA1 antisense RNA 3	CAMTA1-AS3
chr1	55012072	55016293	4222	*	0.759909511611397	0.000220104459021884	3' UTR	1	54998933	55017172	18240	1	7809	ENST00000651561.1	13139	ENSG00000162399	BSND	barttin CLCNK type accessory subunit beta	BSND
chr2	91840788	91842724	1937	*	1.20056413993359	0.000220104459021884	Intron (ENST00000445663.1/ENST00000445663.1, intron 1 of 2)	2	91775944	91781169	5226	1	645367	ENST00000418938.2	64844	NA	GGT8P	gamma-glutamyltransferase 8 pseudogene	GGT8P
chr11	2374706	2377069	2364	*	1.06351522769827	0.000220104459021884	Promoter (<=1kb)	11	2371538	2375401	3864	2	105376520	ENST00000702965.1	0	ENSG00000290098	LOC105376520	uncharacterized LOC105376520	LOC105376520
chr19	14028333	14032408	4076	*	0.794523387996985	0.000220231297645649	Promoter (<=1kb)	19	14031762	14053218	21457	1	9466	ENST00000263379.4	0	ENSG00000104998	IL27RA	interleukin 27 receptor subunit alpha	IL27RA
chr19	41966304	41969117	2814	*	0.912358735904035	0.00022032740877145	3' UTR	19	41956683	41959321	2639	2	10567	ENST00000222008.11	-6983	ENSG00000105404	RABAC1	Rab acceptor 1	RABAC1
chr19	45862319	45868447	6129	*	0.77485572465487	0.000220484483063318	Promoter (<=1kb)	19	45863989	45872409	8421	1	3171	ENST00000594297.1	0	ENSG00000170608	FOXA3	forkhead box A3	FOXA3
chr17	28886662	28888397	1736	*	0.873073478381053	0.00022058464074186	Promoter (<=1kb)	17	28882979	28889026	6048	2	2319	ENST00000581509.1	629	ENSG00000132589	FLOT2	flotillin 2	FLOT2
chr10	132979832	132982643	2812	*	0.909523875912581	0.000220598538962781	Distal Intergenic	10	132965585	132968700	3116	1	399829	ENST00000664098.1	14247	ENSG00000240707	LINC01168	long intergenic non-protein coding RNA 1168	LINC01168
chr11	118609103	118610136	1034	*	1.03290984629915	0.000220723405640716	Promoter (<=1kb)	11	118610427	118627396	16970	1	23187	ENST00000532639.3	-291	ENSG00000019144	PHLDB1	pleckstrin homology like domain family B member 1	PHLDB1
chr17	76520356	76521326	971	*	0.968780095659704	0.000220815840690928	Distal Intergenic	17	76527586	76553578	25993	1	768206	ENST00000592432.5	-6260	ENSG00000214140	PRCD	photoreceptor disc component	PRCD
chr11	70077381	70086790	9410	*	0.79152837681503	0.000220845031905244	Promoter (<=1kb)	11	70078317	70189530	111214	1	55107	ENST00000355303.10	0	ENSG00000131620	ANO1	anoctamin 1	ANO1
chr6	34038970	34040353	1384	*	0.925191447765684	0.000220855332362145	3' UTR	6	34040711	34056323	15613	2	2914	ENST00000609915.1	15970	ENSG00000124493	GRM4	glutamate metabotropic receptor 4	GRM4
chr4	4403163	4403436	274	*	1.22464187871531	0.000220869217691886	Intron (ENST00000421177.6/27065, intron 7 of 8)	4	4387105	4417879	30775	1	27065	ENST00000504171.1	16058	ENSG00000168824	NSG1	neuronal vesicle trafficking associated 1	NSG1
chr5	961589	963875	2287	*	0.894434845492244	0.000220918619451984	Promoter (<=1kb)	5	962318	964131	1814	2	124900931	ENST00000685308.1	256	ENSG00000288763	LOC124900931	uncharacterized LOC124900931	LOC124900931
chr7	5552840	5554799	1960	*	0.949701973330877	0.000221107302519396	Intron (ENST00000675515.1/60, intron 1 of 5)	7	5529282	5562790	33509	2	60	ENST00000414620.1	7991	ENSG00000075624	ACTB	actin beta	ACTB
chr17	74158697	74164214	5518	*	0.756316825089652	0.000221144551073843	Distal Intergenic	17	74064357	74154212	89856	2	102723567	ENST00000584003.1	-4485	ENSG00000266357	LINC02074	long intergenic non-protein coding RNA 2074	LINC02074
chr1	101739414	101742262	2849	*	1.01775260534082	0.000221269445017159	Intron (ENST00000648951.1/105378872, intron 5 of 9)	1	101803486	101837029	33544	2	118427	ENST00000536598.1	94767	ENSG00000118733	OLFM3	olfactomedin 3	OLFM3
chr20	48819661	48820932	1272	*	0.985186473142513	0.000221371774214668	Intron (ENST00000371941.4/57580, intron 1 of 39)	20	48624252	48827999	203748	2	57580	ENST00000371941.4	7067	ENSG00000124126	PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	PREX1
chr17	42853771	42857351	3581	*	0.812182309376966	0.000221371774214668	Promoter (<=1kb)	17	42854078	42858130	4053	1	8639	ENST00000591562.1	0	ENSG00000131471	AOC3	amine oxidase copper containing 3	AOC3
chr19	49513840	49515922	2083	*	0.933857642006871	0.000221714018071262	Promoter (<=1kb)	19	49513918	49524644	10727	1	2217	ENST00000593381.5	0	ENSG00000104870	FCGRT	Fc gamma receptor and transporter	FCGRT
chr16	88815961	88816414	454	*	1.26191642251795	0.000222048044924357	Intron (ENST00000268695.10/2588, intron 13 of 13)	16	88809469	88811937	2469	2	353	ENST00000568319.5	-4024	ENSG00000198931	APRT	adenine phosphoribosyltransferase	APRT
chr12	109630840	109632768	1929	*	0.96672336374714	0.000222670981796633	Distal Intergenic	12	109593759	109597212	3454	1	4598	ENST00000697198.1	37081	ENSG00000110921	MVK	mevalonate kinase	MVK
chr17	20609565	20617434	7870	*	0.733319280985484	0.000222678966870271	Exon (ENST00000452760.2/ENST00000452760.2, exon 1 of 1)	17	20612912	20633234	20323	2	105371582	ENST00000428134.1	15800	ENSG00000227685	LINC02088	long intergenic non-protein coding RNA 2088	LINC02088
chr4	8244597	8245791	1195	*	0.967690316501397	0.000222705485321209	Distal Intergenic	4	8231142	8241091	9950	1	54436	ENST00000502559.1	13455	ENSG00000125089	SH3TC1	SH3 domain and tetratricopeptide repeats 1	SH3TC1
chr15	65979558	65985206	5649	*	0.707933522311934	0.000222822889301122	Exon (ENST00000409699.6/84465, exon 6 of 23)	15	65965175	65971264	6090	2	84465	ENST00000469917.1	-8294	ENSG00000157890	MEGF11	multiple EGF like domains 11	MEGF11
chr17	3528502	3536263	7762	*	0.808239874632082	0.000222943139501358	Promoter (<=1kb)	17	3510502	3535677	25176	2	162514	ENST00000381913.8	0	ENSG00000167723	TRPV3	transient receptor potential cation channel subfamily V member 3	TRPV3
chr16	87880811	87882787	1977	*	0.950252514309515	0.000222943139501358	3' UTR	16	87888018	87892268	4251	2	763	ENST00000566402.2	9481	ENSG00000174990	CA5A	carbonic anhydrase 5A	CA5A
chr10	71131273	71138947	7675	*	0.743334141534243	0.000222943139501358	Distal Intergenic	10	71212570	71302864	90295	1	219699	ENST00000335350.10	-73623	ENSG00000107731	UNC5B	unc-5 netrin receptor B	UNC5B
chr13	114033960	114036403	2444	*	0.936593629802601	0.000223060995805776	Promoter (<=1kb)	13	114021409	114036193	14785	2	22821	ENST00000542651.2	0	ENSG00000185989	RASA3	RAS p21 protein activator 3	RASA3
chr1	7648893	7651803	2911	*	0.768774939791689	0.000223087570343049	Intron (ENST00000303635.12/23261, intron 7 of 22)	1	7664285	7767830	103546	1	23261	ENST00000700419.1	-12482	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1	CAMTA1
chr11	120233568	120236406	2839	*	0.751659980627054	0.000223448157841796	Promoter (<=1kb)	11	120236640	120319944	83305	1	25833	ENST00000260264.8	-234	ENSG00000137709	POU2F3	POU class 2 homeobox 3	POU2F3
chr7	151080180	151082998	2819	*	0.85266712883917	0.000224076971035455	Promoter (<=1kb)	7	151076624	151080794	4171	2	10922	ENST00000489884.5	0	ENSG00000164896	FASTK	Fas activated serine/threonine kinase	FASTK
chr9	107392354	107393132	779	*	1.14289591939648	0.00022425359017493	Distal Intergenic	9	107420284	107430802	10519	2	101928720	ENST00000423523.1	37670	NA	LINC01509	long intergenic non-protein coding RNA 1509	LINC01509
chr17	19747409	19750984	3576	*	0.844186120283989	0.000224406990996913	Promoter (<=1kb)	17	19737984	19748341	10358	2	218	ENST00000395555.7	0	ENSG00000108602	ALDH3A1	aldehyde dehydrogenase 3 family member A1	ALDH3A1
chr19	386802	390403	3602	*	0.840979957902823	0.000225170809948205	Exon (ENST00000662087.1/124904606, exon 4 of 4)	19	382725	387533	4809	1	124904606	ENST00000662087.1	4077	NA	LOC124904606	uncharacterized LOC124904606	LOC124904606
chr9	137521026	137526122	5097	*	0.862500904334299	0.000225301731138296	3' UTR	9	137522737	137547374	24638	2	375775	ENST00000491019.2	21252	ENSG00000130653	PNPLA7	patatin like phospholipase domain containing 7	PNPLA7
chr2	96891484	96895787	4304	*	0.809047045404172	0.000225362031634975	Promoter (<=1kb)	2	96876026	96895142	19117	2	51252	ENST00000470789.5	0	ENSG00000168754	FAM178B	family with sequence similarity 178 member B	FAM178B
chr7	75993220	75996296	3077	*	0.780373040671849	0.00022537193947705	Promoter (<=1kb)	7	75986831	75994595	7765	2	83862	ENST00000493111.7	0	ENSG00000189077	TMEM120A	transmembrane protein 120A	TMEM120A
chr17	38549383	38551278	1896	*	0.891394810591028	0.000225599833389825	Promoter (<=1kb)	17	38544578	38548701	4124	2	80725	ENST00000613927.1	-682	ENSG00000277363	SRCIN1	SRC kinase signaling inhibitor 1	SRCIN1
chr2	129008186	129011909	3724	*	0.83618830438964	0.000225723230439895	Distal Intergenic	2	129242173	129273848	31676	2	151121	ENST00000375987.3	261939	ENSG00000204460	LINC01854	long intergenic non-protein coding RNA 1854	LINC01854
chr17	44119435	44124001	4567	*	0.745562223311866	0.000225806683988706	Promoter (<=1kb)	17	44076746	44123638	46893	2	10014	ENST00000225983.10	0	ENSG00000108840	HDAC5	histone deacetylase 5	HDAC5
chr15	77983696	77984452	757	*	0.951480729313105	0.000225831872587406	3' UTR	15	77998519	78001663	3145	2	23102	ENST00000459715.1	17211	ENSG00000167202	TBC1D2B	TBC1 domain family member 2B	TBC1D2B
chr22	46444850	46446524	1675	*	1.00500807975533	0.000225906779965965	Intron (ENST00000262738.9/9620, intron 2 of 34)	22	46390528	46409826	19299	2	9620	ENST00000674359.1	-35024	ENSG00000075275	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1	CELSR1
chr5	133924355	133927305	2951	*	0.814796272475474	0.000226306229697382	Distal Intergenic	5	133913677	133917269	3593	1	105664404	ENST00000513561.1	10678	ENSG00000249073	WSPAR	WNT signaling pathway activating non-coding RNA	WSPAR
chr17	74087018	74090616	3599	*	0.794205229548899	0.000226586619757356	Intron (ENST00000581028.5/102723567, intron 3 of 3)	17	74043452	74112899	69448	2	102723567	ENST00000581028.5	22283	ENSG00000266357	LINC02074	long intergenic non-protein coding RNA 2074	LINC02074
chr17	76291207	76293628	2422	*	0.845123836050527	0.000226980086818143	Promoter (<=1kb)	17	76274051	76291252	17202	2	84074	ENST00000447564.2	0	ENSG00000129646	QRICH2	glutamine rich 2	QRICH2
chr17	82297225	82300850	3626	*	0.854663424345401	0.000227062714518646	Distal Intergenic	17	82290046	82292814	2769	2	101929511	ENST00000581489.1	-4411	ENSG00000265692	LINC01970	long intergenic non-protein coding RNA 1970	LINC01970
chr7	4960552	4965753	5202	*	0.817981417527732	0.000227325682674481	Promoter (1-2kb)	7	4909734	4959213	49480	2	221938	ENST00000612910.1	-1339	ENSG00000136297	MMD2	monocyte to macrophage differentiation associated 2	MMD2
chr5	173235887	173236987	1101	*	0.9349449080564	0.000227346424230793	Promoter (<=1kb)	5	173234048	173235311	1264	2	1482	ENST00000517440.1	-576	ENSG00000183072	NKX2-5	NK2 homeobox 5	NKX2-5
chr14	103105914	103106517	604	*	1.05426982750848	0.000227368557940307	Promoter (<=1kb)	14	103107516	103110559	3044	1	91828	ENST00000560304.1	-999	ENSG00000205436	EXOC3L4	exocyst complex component 3 like 4	EXOC3L4
chr10	123298041	123302043	4003	*	0.811601864598161	0.00022755285114589	Distal Intergenic	10	123356450	123517708	161259	1	105378531	ENST00000448347.5	-54407	ENSG00000286344	LINC02641	long intergenic non-protein coding RNA 2641	LINC02641
chr5	1685244	1688245	3002	*	0.850580863594454	0.000227881188577217	Distal Intergenic	5	1708785	1708868	84	2	100422966	ENST00000578298.1	20623	ENSG00000263746	MIR4277	microRNA 4277	MIR4277
chr16	86987407	86989099	1693	*	0.993215988769767	0.000227929848326325	Distal Intergenic	16	87057784	87063991	6208	1	440390	ENST00000430050.2	-68685	ENSG00000232190	LINC02181	long intergenic non-protein coding RNA 2181	LINC02181
chr16	83923049	83928944	5896	*	0.867356511642323	0.000227940618747147	Promoter (2-3kb)	16	83929796	83931110	1315	2	105371372	ENST00000562835.1	2166	NA	LOC105371372	uncharacterized LOC105371372	LOC105371372
chr1	12775059	12777729	2671	*	0.953036946227761	0.000228014097976859	Promoter (1-2kb)	1	12773738	12777906	4169	1	390999	ENST00000357726.5	1321	ENSG00000116726	PRAMEF12	PRAME family member 12	PRAMEF12
chr2	120736726	120742262	5537	*	0.742472636813833	0.000228014097976859	Promoter (<=1kb)	2	120735868	120992653	256786	1	2736	ENST00000361492.9	858	ENSG00000074047	GLI2	GLI family zinc finger 2	GLI2
chr17	75831488	75834873	3386	*	0.929237758110406	0.000228014097976859	Promoter (<=1kb)	17	75831295	75833269	1975	2	201294	ENST00000586930.1	0	ENSG00000092929	UNC13D	unc-13 homolog D	UNC13D
chr17	44361075	44364124	3050	*	0.8099518372997	0.000228263672730681	Promoter (<=1kb)	17	44353215	44363853	10639	2	284069	ENST00000293443.12	0	ENSG00000161682	FAM171A2	family with sequence similarity 171 member A2	FAM171A2
chr1	55036104	55041344	5241	*	0.749274428942433	0.000228280028979071	Promoter (<=1kb)	1	55039447	55052694	13248	1	255738	ENST00000673726.1	0	ENSG00000169174	PCSK9	proprotein convertase subtilisin/kexin type 9	PCSK9
chr7	152902297	152904807	2511	*	0.820762829472481	0.000228435511097965	Distal Intergenic	7	152810742	152855371	44630	1	57180	ENST00000479402.1	91555	ENSG00000133627	ACTR3B	actin related protein 3B	ACTR3B
chr1	227939136	227942079	2944	*	0.954822225100995	0.000228467483274294	Promoter (<=1kb)	1	227941590	227941683	94	2	100847072	ENST00000584300.1	0	ENSG00000264483	MIR5008	microRNA 5008	MIR5008
chr17	81834650	81841821	7172	*	0.815980322174147	0.000228504316137883	Promoter (<=1kb)	17	81833492	81835050	1559	2	116729	ENST00000330261.5	0	ENSG00000182676	PPP1R27	protein phosphatase 1 regulatory subunit 27	PPP1R27
chr18	14170617	14174932	4316	*	0.938609112528544	0.000228519244957528	Distal Intergenic	18	14179097	14185401	6305	1	440482	ENST00000581935.5	-4165	ENSG00000290972	ANKRD20A5P	ankyrin repeat domain 20 family member A5, pseudogene	ANKRD20A5P
chrX	107448834	107451260	2427	*	0.934125268136969	0.000228658231503499	Promoter (<=1kb)	23	107449652	107605251	155600	1	84443	ENST00000683843.1	0	ENSG00000147234	FRMPD3	FERM and PDZ domain containing 3	FRMPD3
chr15	101050759	101053351	2593	*	0.899056257885704	0.000229145044505708	Promoter (<=1kb)	15	101053337	101078254	24918	1	79705	ENST00000526457.3	0	ENSG00000154237	LRRK1	leucine rich repeat kinase 1	LRRK1
chr9	138103626	138106323	2698	*	0.930054099490615	0.000229162234390462	Exon (ENST00000371372.6/774, exon 39 of 47)	9	138075869	138105778	29910	1	774	ENST00000413253.1	27757	ENSG00000148408	CACNA1B	calcium voltage-gated channel subunit alpha1 B	CACNA1B
chr5	1139519	1143573	4055	*	0.889141038160578	0.000229205529044233	Distal Intergenic	5	1050384	1112063	61680	2	10723	ENST00000264930.10	-27456	ENSG00000113504	SLC12A7	solute carrier family 12 member 7	SLC12A7
chr8	143786865	143788861	1997	*	0.946161848103283	0.000229542407252337	Promoter (<=1kb)	8	143788920	143790135	1216	1	642574	ENST00000534089.5	-59	ENSG00000203499	IQANK1	IQ motif and ankyrin repeat containing 1	IQANK1
chr17	77050228	77056663	6436	*	0.84096666426016	0.000229600761219766	Distal Intergenic	17	77086716	77093762	7047	1	654434	ENST00000568363.5	-30053	ENSG00000234912	SNHG20	small nucleolar RNA host gene 20	SNHG20
chr2	239666312	239669078	2767	*	0.821714708207979	0.000230241099318301	Distal Intergenic	2	239578301	239586094	7794	1	401040	ENST00000358775.1	88011	ENSG00000196758	LINC02991	long intergenic non-protein coding RNA 2991	LINC02991
