gene_symbol	annotation	fold_change	FDR	distance_to_TSS
CACNA1I	Distal Intergenic	0.936943056369921	0.000261796983050786	69919
RETREG1-AS1	Intron (ENST00000653650.1/101929524, intron 1 of 2)	0.936676818615432	0.015652000984821	12998
GTF2IRD1	Distal Intergenic	0.936642774348418	0.00142708396614629	-18095
RASA3	Promoter (<=1kb)	0.936593629802601	0.000223060995805776	0
LOC124906281	Distal Intergenic	0.936590095011655	0.000669338150098985	-8088
SYT2	Promoter (<=1kb)	0.936514867633714	6.83770776951207e-06	-685
LOC124904685	Distal Intergenic	0.936478432257372	6.86015818180211e-05	-73873
ELANE	Promoter (<=1kb)	0.936457925159908	0.0128500354862836	0
UNC13A	Promoter (1-2kb)	0.936331236176431	0.000771443409060597	1762
LOC124900369	Intron (ENST00000563298.1/ENST00000563298.1, intron 2 of 2)	0.936319659648055	0.00012300586970526	22866
PIK3CD	Promoter (<=1kb)	0.93631090885345	0.000150296724517198	0
CACNA2D3	Intron (ENST00000474759.6/55799, intron 4 of 37)	0.936238925580834	0.00449583704390721	150995
TPTE2P6	Distal Intergenic	0.936069729611288	0.000384647889765514	-14339
CGB7	Promoter (1-2kb)	0.936063630105319	0.000110226342245249	1320
ARHGAP23	Promoter (<=1kb)	0.935959238372291	2.7278166916009e-05	-519
TMEM105	Exon (ENST00000665286.1/ENST00000665286.1, exon 1 of 1)	0.935947057071012	1.20563146574218e-05	-12887
LOC100289470	Promoter (<=1kb)	0.935866355313813	0.000531669256847713	46
ABO	Exon (ENST00000453660.4/28, exon 2 of 7)	0.935854407034256	1.40580126328509e-05	12314
CFAP46	Intron (ENST00000368586.10/54777, intron 25 of 57)	0.935814606057125	0.0004723853561069	-12235
MYT1L	Distal Intergenic	0.935806597492878	2.31582195080652e-05	20417
INPP5J	Promoter (<=1kb)	0.935719018615229	5.14909632421453e-05	118
LINC02744	Promoter (2-3kb)	0.935658370532963	0.00535676558120676	2382
SHH	Distal Intergenic	0.935514385561389	7.06791203647504e-05	-51451
MIR7114	Promoter (<=1kb)	0.93523002814265	1.63478610793443e-05	0
LINC00659	Distal Intergenic	0.935042252286688	2.79096599546566e-05	-5837
LRP5	Promoter (<=1kb)	0.935028578424649	0.00040431499095683	0
SLC66A2	Promoter (1-2kb)	0.935020943897439	0.00889516120659552	-1135
SRCIN1	Exon (ENST00000617146.5/80725, exon 2 of 19)	0.935001368326001	9.26647324291691e-06	-3281
LHX4	Promoter (1-2kb)	0.934956544953174	5.16624142584345e-06	1355
LINC02183	Intron (ENST00000637560.1/ENST00000637560.1, intron 1 of 4)	0.934952407570994	0.00179657109449496	-78580
NKX2-5	Promoter (<=1kb)	0.9349449080564	0.000227346424230793	-576
LINC01814	Intron (ENST00000670008.1/101929567, intron 3 of 3)	0.934920562487774	2.7499031412689e-05	65161
MIR1302-5	Intron (ENST00000327979.8/140876, intron 11 of 21)	0.934871690794403	0.000984668254620207	6540
ATP1B2	Distal Intergenic	0.934788599788069	0.000310893406574055	-3896
OLFM1	Distal Intergenic	0.93475327569091	2.61476885166052e-05	-42141
LOC124901465	Distal Intergenic	0.934724171991319	0.000169373778905275	-13209
RBFOX3	Distal Intergenic	0.934669465512857	7.98640110092661e-06	-4356
LOC124901465	Distal Intergenic	0.934663571188834	0.000752876763944154	-145552
CLUH	3' UTR	0.934624551445393	5.23352956409459e-05	-8571
SBK1	3' UTR	0.934514647719186	0.000405811078110895	29125
UBAC1	Distal Intergenic	0.934511021926209	0.000327272395036418	-6083
SIAH1	Distal Intergenic	0.934457884637588	2.37929528666549e-05	-41099
LTBP4	Promoter (<=1kb)	0.934252895950146	0.000208392593678349	0
FRMPD3	Promoter (<=1kb)	0.934125268136969	0.000228658231503499	0
LOC124904685	Intron (ENST00000706143.1/9745, intron 5 of 5)	0.934123674324577	0.00311124744485371	73574
RUNX3	Promoter (<=1kb)	0.934094822562114	0.000579385903386853	0
LINC01937	Intron (ENST00000653335.1/105373962, intron 2 of 2)	0.934004908434696	0.00108804133510952	-19816
HR	Promoter (<=1kb)	0.933917938095617	9.45173128234229e-05	0
FCGRT	Promoter (<=1kb)	0.933857642006871	0.000221714018071262	0
PTPRVP	Exon (ENST00000641549.1/148713, exon 9 of 29)	0.933831421010143	2.41924999645962e-05	-3014
ATP2B2	Promoter (1-2kb)	0.933767604088247	0.000940843337494362	1519
FREM3	Promoter (<=1kb)	0.93367446080844	0.00363983046902197	9
LOC105376121	Distal Intergenic	0.933650851826042	0.000444712831616151	-56548
LOC124904683	Intron (ENST00000335523.8/342865, intron 4 of 4)	0.933447135811274	0.00118184199550008	-10335
SELENOV	Promoter (<=1kb)	0.93342947779871	0.000105643694747127	0
SHISA7	Distal Intergenic	0.93333530005504	7.43821833397812e-05	-3897
RASGEF1A	Promoter (<=1kb)	0.933298760033684	5.87016382048342e-05	-728
UMODL1	Distal Intergenic	0.933234849614919	1.88565114767679e-05	25029
NLRC3	3' UTR	0.933231175254129	0.000207283272713435	6742
FLT3LG	Promoter (<=1kb)	0.933167658678204	8.89199237998727e-05	0
SLC5A10	Exon (ENST00000317977.10/125206, exon 3 of 15)	0.93308702232429	1.06429013588499e-05	6838
DUSP2	Distal Intergenic	0.933041064851432	6.14015641640902e-05	-12115
FRMD1	Promoter (<=1kb)	0.933006520091758	8.21759186750674e-05	179
RBFOX3	Promoter (1-2kb)	0.932940225763689	5.95802562538795e-05	1468
KCNF1	Promoter (<=1kb)	0.932784270261215	1.97277899719501e-05	0
LPIN3	Promoter (<=1kb)	0.932783463367168	0.000609345461956461	0
ECEL1	Promoter (1-2kb)	0.932779614150009	0.00016041895200018	-1043
AOC1	Promoter (<=1kb)	0.932737041992132	5.15444511891411e-06	0
ANKRD20A8P	Promoter (<=1kb)	0.93264847860402	0.00413832805926745	-447
CRX	Promoter (<=1kb)	0.932630355415892	1.30308378838912e-05	0
LOC105374352	Exon (ENST00000290974.7/57732, exon 5 of 13)	0.93260335620385	0.0160411966562711	5479
ADCK5	Promoter (<=1kb)	0.932560458398996	6.46009065559536e-05	0
ITIH5	3' UTR	0.932528449532865	0.000455188839466714	6458
COL20A1	Promoter (<=1kb)	0.932381723245542	4.2541594326765e-05	0
DBH	Promoter (<=1kb)	0.932312691933545	0.000174317750196906	-828
CHAC1	Distal Intergenic	0.932293719613452	0.000115401879711029	-7356
CACNG1	Exon (ENST00000262138.4/27092, exon 3 of 4)	0.93222072584329	0.000177391134114104	-17479
RPS6KA2	Promoter (<=1kb)	0.932186750269694	0.000948463442983779	0
DLK1	Promoter (1-2kb)	0.93216547633234	0.000193464865293325	1936
LOC105369370	Intron (ENST00000544781.5/105369370, intron 2 of 2)	0.932120110289156	0.000324367040292217	15106
LOC105376390	Promoter (<=1kb)	0.932119001378916	0.000198286569807516	0
CXCR5	Distal Intergenic	0.932094242690497	0.00813265651499947	-34996
TOGARAM2	Promoter (<=1kb)	0.932091980344756	1.88945689703424e-05	0
MED9	Distal Intergenic	0.932085982218871	0.000379277767385888	-54785
GGT8P	Distal Intergenic	0.931982422297234	0.0168697757888261	69155
LAMP3	Intron (ENST00000265598.8/27074, intron 3 of 5)	0.931844079855278	1.32175636479461e-06	9645
RTEL1	Promoter (<=1kb)	0.931812788630383	0.00372680475727609	0
LINC02622	Intron (ENST00000646051.1/105378350, intron 1 of 4)	0.93173528483567	1.42600944788762e-05	22338
LOC124901566	Distal Intergenic	0.931638380997403	0.000147881501967392	4611
PYY	Promoter (<=1kb)	0.931621575678741	6.89562124686938e-05	0
LOC729683	Promoter (<=1kb)	0.931609582241389	3.79106256991658e-05	0
ADGRL1	Promoter (2-3kb)	0.931582440450752	0.000163814533873999	-2627
HDAC5	Promoter (<=1kb)	0.931503608811916	0.00042417425216421	198
NLRP12	Promoter (<=1kb)	0.931469145076036	0.000281838801379796	0
CELSR1	Intron (ENST00000262738.9/9620, intron 1 of 34)	0.93144978609989	0.00358490857486598	9031
MIR1228	Promoter (1-2kb)	0.931338329338715	0.000240057746170191	1630
MMD2	Intron (ENST00000406755.5/221938, intron 1 of 7)	0.931327582077689	0.0121884751338262	6540
ECEL1	Distal Intergenic	0.931288417285908	0.000321060828395252	7469
LOC107984819	Distal Intergenic	0.93112308929589	0.000123040255056535	70289
ALDH3B2	Promoter (<=1kb)	0.931109805816431	0.000284953106305409	0
PRSS50	Promoter (<=1kb)	0.931075821348774	0.000238979767649578	0
ZFYVE28	Promoter (<=1kb)	0.930929090212973	0.000342348212538084	-404
LOC105371731	Promoter (<=1kb)	0.930780513964648	1.87852525444894e-06	0
GML	Distal Intergenic	0.930678459048766	0.000123951740299945	-13284
AGPAT3	Intron (ENST00000291572.13/56894, intron 1 of 9)	0.930584890684653	0.000587349757202188	5608
CD7	Distal Intergenic	0.930479584310028	0.000124371783559824	6517
PLPP7	3' UTR	0.930464927637678	3.88641674569004e-05	18282
LINC00229	Distal Intergenic	0.93046287411992	0.00230972493669269	-13406
PITPNM3	Promoter (<=1kb)	0.930434600757828	6.40980642669993e-05	0
ASPSCR1	3' UTR	0.930255580002618	0.00171698944854603	7031
RTN4RL2	Promoter (1-2kb)	0.930248385470596	0.00010180470386735	1987
ATP10A-DT	Promoter (<=1kb)	0.930203846656145	0.000131883413812805	0
CASZ1	Distal Intergenic	0.930181489768221	4.15290611952876e-05	-12005
SBF1P1	Promoter (1-2kb)	0.930067395057565	0.00207502791875624	1719
CACNA1B	Exon (ENST00000371372.6/774, exon 39 of 47)	0.930054099490615	0.000229162234390462	27757
MIR4462	Distal Intergenic	0.930027098253689	9.33911121032146e-05	-27709
LINC01310	Promoter (<=1kb)	0.930014213687602	0.00291009515610286	414
KIF19	Distal Intergenic	0.929987233792137	0.00100685991685869	-3714
C1GALT1C1	Distal Intergenic	0.929959871597599	0.0105015823371331	-65931
TESC	Exon (ENST00000482176.1/54997, exon 2 of 5)	0.929925661487463	4.45607213613595e-05	11502
SLC6A3	Promoter (<=1kb)	0.92985079395695	0.000721648255998826	352
LOC107984218	Exon (ENST00000375377.2/57608, exon 3 of 4)	0.929848782599805	0.00051671489520122	-27945
MGAT3	Promoter (<=1kb)	0.929806410160227	5.67163597331399e-05	0
LGALS7	Distal Intergenic	0.929727730205024	0.000826916714852754	-5426
BATF3	Promoter (<=1kb)	0.929694128377704	0.000180237212999471	0
TAF3	Intron (ENST00000687671.1/83860, intron 2 of 3)	0.929676742472113	0.0081677766804521	96587
NFKB2	Promoter (<=1kb)	0.92961173143239	5.2275108352114e-05	0
PTPRN2	Intron (ENST00000389413.7/5799, intron 11 of 21)	0.929529893344524	4.73423066838142e-06	-79023
CASZ1	Intron (ENST00000377022.8/54897, intron 2 of 20)	0.929520042929679	0.000107417047730172	-27816
MRPS22	Intron (ENST00000495075.5/56945, intron 2 of 9)	0.929509663121143	0.000255821860930549	3805
LGALS9	Exon (ENST00000580780.1/ENST00000580780.1, exon 1 of 14)	0.929458310003348	0.000122749314172941	21572
SRCIN1	Intron (ENST00000617146.5/80725, intron 1 of 18)	0.929455290764204	9.88529878797752e-05	14758
LOC105374352	3' UTR	0.929449007517987	5.01552737477931e-05	10556
SNX20	Promoter (<=1kb)	0.929293284557312	9.64000040521578e-05	213
LINC01624	Promoter (<=1kb)	0.929261363939033	0.000251167087129253	0
FOXO6-AS1	Distal Intergenic	0.929239074450902	2.78912695062873e-05	-37856
UNC13D	Promoter (<=1kb)	0.929237758110406	0.000228014097976859	0
NR0B1	Promoter (<=1kb)	0.929129580941913	0.00507192847161161	0
SPEG	Promoter (<=1kb)	0.929128438866167	7.96957954266972e-05	0
PLA2G2F	Promoter (<=1kb)	0.929070574526784	5.19539535157961e-05	0
LOC101926935	Promoter (<=1kb)	0.928990368595981	2.89521354164626e-05	0
UBIAD1	3' UTR	0.928937183166869	0.000277791828495332	11426
MAPK8IP1	Promoter (<=1kb)	0.928902133756269	0.000129334628611352	0
LINC00661	Promoter (<=1kb)	0.928885555836028	0.010793230398262	903
CCL27	Promoter (<=1kb)	0.928853757331531	3.2922184762793e-05	0
THAP12	Distal Intergenic	0.928843451780903	7.18117071526088e-05	55806
GLT1D1	Promoter (<=1kb)	0.928814978360246	8.41438579125418e-05	0
ZFYVE28	Intron (ENST00000290974.7/57732, intron 1 of 12)	0.928801459200282	0.000253873236774901	4831
PNMA6E	Distal Intergenic	0.92876932427679	0.00322843886404873	12587
RBFOX3	Distal Intergenic	0.928724313935313	2.71535620025224e-06	-20172
STK32C	Intron (ENST00000368622.5/282974, intron 1 of 11)	0.928686549657885	0.000217978339795648	23173
CRB2	Distal Intergenic	0.928660039513185	1.29106314601516e-05	-5101
HOMER3-AS1	Promoter (<=1kb)	0.928638576426942	7.40270937955716e-06	0
PDGFA	Intron (ENST00000434541.1/ENST00000434541.1, intron 2 of 2)	0.928562099149564	6.48219372839732e-05	20433
MIR296	Distal Intergenic	0.92854170415658	8.32874696513043e-05	12043
LOC400627	Promoter (<=1kb)	0.92849541897427	0.000127276031757266	0
NHIP	Intron (ENST00000647629.1/ENST00000647629.1, intron 1 of 2)	0.928492096162807	0.0043291863777628	-125882
LINC01973	Distal Intergenic	0.928444150247898	3.81457976854224e-06	-13837
SYNDIG1	Promoter (<=1kb)	0.928381005183907	0.00164536547367595	0
SCUBE2	Promoter (2-3kb)	0.92830676452954	0.00721664733750433	-2658
LDB3	Promoter (1-2kb)	0.928265656691896	0.000262064410819454	-1934
KRTAP5-AS1	Promoter (<=1kb)	0.928246315135424	0.000150427821958492	0
RBFOX3	Intron (ENST00000583458.5/146713, intron 2 of 13)	0.928186408286449	4.15318157357864e-05	-16113
SHANK2	Intron (ENST00000601538.6/22941, intron 2 of 25)	0.928183751948208	0.00089592815558502	-69550
LOC107985271	Distal Intergenic	0.928163829766493	0.0012826163580866	32096
LOC101929116	Intron (ENST00000441473.1/ENST00000441473.1, intron 1 of 1)	0.928085301995684	1.29214624330021e-05	147981
PRTN3	Distal Intergenic	0.928036056820902	1.89327604681627e-05	-3982
SPRY4-AS1	Intron (ENST00000700840.1/101926941, intron 3 of 4)	0.928025411284713	2.42748876380811e-06	3900
LRCOL1	Distal Intergenic	0.928018011213039	0.000232871720916031	9975
CHMP4B	Distal Intergenic	0.927987126038916	2.82696340109887e-05	59199
WSPAR	Distal Intergenic	0.927979034415049	3.68749309039931e-05	-6386
LOC105372980	Promoter (<=1kb)	0.92795959214889	0.00238344623096811	171
SMPD3	Intron (ENST00000219334.10/55512, intron 2 of 8)	0.927954902253667	5.57363994236074e-05	-9991
FXYD1	Promoter (<=1kb)	0.927914743396052	9.55641200823775e-05	-239
LOC105371278	Distal Intergenic	0.927603872505269	3.9881627229491e-05	-75321
LINC02487	Distal Intergenic	0.927564424534855	7.54342372863397e-06	-20398
LOC105376995	Exon (ENST00000569373.1/ENST00000569373.1, exon 1 of 1)	0.927540384201306	0.000185217633720681	-16679
LOC101928266	Intron (ENST00000173229.7/9423, intron 5 of 6)	0.927510564850761	0.00268144637435421	-26568
MAST4	Promoter (<=1kb)	0.927443106967119	2.64067424360837e-05	0
CLIC5	Intron (ENST00000185206.12/53405, intron 1 of 5)	0.927265622436625	0.00546689180372497	17676
POTEKP	Promoter (<=1kb)	0.927259198959371	0.000958880329419863	0
FBN3	Intron (ENST00000651877.1/84467, intron 22 of 63)	0.927183695023959	0.000375922063164	-12224
ACAN	Exon (ENST00000560601.4/176, exon 12 of 19)	0.927090511663374	4.27684497791249e-05	-11143
LINC01237	Intron (ENST00000430555.5/101927289, intron 2 of 3)	0.927050506911967	4.41783940014557e-05	-5865
KAZALD1	Intron (ENST00000445873.5/100038246, intron 2 of 2)	0.926998838637893	5.73010694695454e-05	24733
GOLGA6D	Exon (ENST00000567292.1/ENST00000567292.1, exon 1 of 2)	0.926948753091546	0.000141534126351987	16092
LINC01782	Distal Intergenic	0.926933921843277	2.18555165383143e-05	13159
CHST15	Distal Intergenic	0.926913839883773	9.8290686081379e-06	-33331
TRPM2-AS	Exon (ENST00000300482.9/7226, exon 16 of 33)	0.926913268716353	0.000400162091065422	14516
ARVCF	Intron (ENST00000263207.8/421, intron 2 of 19)	0.926873808372147	0.00993881000795366	-5830
SCX	Exon (ENST00000569669.6/23246, exon 3 of 16)	0.926843916643503	0.000245032288050783	7874
PEPD	Promoter (<=1kb)	0.926793648984052	9.83527809114217e-05	0
ADSS1	Promoter (<=1kb)	0.926764140787776	0.00129707034659091	-150
KIAA0513	Promoter (<=1kb)	0.926687950709334	0.0104479762785772	0
MORF4L1	Promoter (<=1kb)	0.926678739881268	1.07994651488493e-05	0
LOC339685	Distal Intergenic	0.92644148199511	0.00023490218296594	40319
GAREM2	Promoter (<=1kb)	0.926426720343144	9.03342101832743e-06	0
LOC105372244	3' UTR	0.926364286340796	2.86044163274891e-05	7767
C8orf90	Exon (ENST00000673717.1/ENST00000673717.1, exon 3 of 9)	0.92626063150158	5.5088108122533e-06	89486
PRDM12	Distal Intergenic	0.926212040915069	1.15127438593687e-05	-5637
ABO	Promoter (1-2kb)	0.926133339914279	0.00145529089344009	-1472
CELF5	Promoter (<=1kb)	0.926026352869108	0.000160713059224849	969
OLFM4	Exon (ENST00000219022.3/10562, exon 5 of 5)	0.926004426945549	0.00791554430467462	21234
LOC101928708	Intron (ENST00000562840.1/ENST00000562840.1, intron 1 of 4)	0.925904385755544	0.0121666457908544	-58589
LOC100996681	Distal Intergenic	0.925884619009226	0.000344212891059578	24615
LINC01648	Distal Intergenic	0.925875013087212	3.19506566029872e-05	337824
CCDC42	Promoter (<=1kb)	0.925840137643757	9.83149852915147e-06	0
C1orf127	Distal Intergenic	0.925776752984609	0.000326393604332223	72703
RIMBP2	Exon (ENST00000666231.1/ENST00000666231.1, exon 1 of 2)	0.925766276112181	0.00501797868374291	-15625
ALOXE3	Exon (ENST00000380149.6/59344, exon 6 of 15)	0.925736752433316	3.62867481805286e-05	-5046
MIR1257	Intron (ENST00000614565.5/1002, intron 7 of 15)	0.925489361455738	0.000171721926015115	66269
LINC01709	Distal Intergenic	0.925477986112237	0.00188683449096152	-38840
IFNL3	Promoter (<=1kb)	0.925452373303089	0.000293752687117017	0
GRM4	3' UTR	0.925191447765684	0.000220855332362145	15970
LOC105371824	Promoter (1-2kb)	0.925084483605801	0.000105209596996216	-1009
RHOBTB2	Promoter (<=1kb)	0.925041335610351	0.00103308893503106	0
ZDHHC7	Distal Intergenic	0.924990011605837	0.00143820112322187	12863
HTRA3	Distal Intergenic	0.924874938090429	0.000484417622638653	-5606
CCDC57	Promoter (<=1kb)	0.924829196835064	9.09672521843644e-05	0
NTRK3-AS1	Promoter (<=1kb)	0.924588122621826	8.30260205668083e-06	403
GP1BB	Distal Intergenic	0.924338227107827	6.59840213075486e-05	5238
MIGA2	Promoter (<=1kb)	0.924313881100536	0.000281200167799688	0
MIR5008	Distal Intergenic	0.924304666589527	6.23604009814166e-05	54855
NCS1	Promoter (<=1kb)	0.924257436945239	0.000138242315566855	0
CD209	Promoter (<=1kb)	0.924256152655608	1.69208895970581e-05	0
EN2	3' UTR	0.924202109008132	0.000157607336549985	14651
OTOP1	Exon (ENST00000505679.1/ENST00000505679.1, exon 3 of 4)	0.924104217851989	6.23340584196281e-05	79627
TCF3	Distal Intergenic	0.924027318844962	1.7709250394231e-05	-31668
UMODL1	3' UTR	0.923993093111178	7.91124320843988e-06	5004
LOC124902031	Promoter (<=1kb)	0.923969610113008	2.36785413928134e-05	0
GAD1	Promoter (<=1kb)	0.923955197034674	8.44794267273445e-05	0
DPEP1	Promoter (<=1kb)	0.923949805571039	0.000550724606228608	0
MIR595	Intron (ENST00000389413.7/5799, intron 2 of 21)	0.923916638355393	0.000503451777364323	142640
MIR101-2	Distal Intergenic	0.923906828366986	0.0118003920243325	59110
MTSS2	Promoter (<=1kb)	0.923875621884887	3.17253124832679e-05	0
GOLGA6FP	Distal Intergenic	0.923868433528247	0.000762779551977551	33624
PHLPP1	Distal Intergenic	0.923839930743583	0.000649602828473779	97796
KREMEN2	Promoter (<=1kb)	0.92382601026363	3.02538615127114e-05	0
LY6H	Distal Intergenic	0.92382303074639	4.0331101378903e-05	8581
NTSR1	Intron (ENST00000435412.1/ENST00000435412.1, intron 1 of 1)	0.923762671938474	1.22648538828696e-05	-11050
ZNF618	Intron (ENST00000288466.11/114991, intron 1 of 13)	0.923742933182466	3.8250385501285e-05	56194
SLC13A5	Promoter (<=1kb)	0.923707014640505	0.000149701802838191	-468
DBNDD1	Promoter (1-2kb)	0.923699283057916	0.00583514840443453	-1398
BLM	Distal Intergenic	0.92367825654905	5.48926549050891e-05	8800
LGALS7B	Promoter (<=1kb)	0.923660444144234	0.00160043021616695	0
ZNF623	Distal Intergenic	0.923653644910821	0.00155536533446146	15371
LINC02805	Promoter (1-2kb)	0.923615239153459	5.66476131365003e-05	-1168
ELFN1	Promoter (1-2kb)	0.923595487901587	2.01248049633784e-05	-1413
GLI2	Intron (ENST00000482119.6/2736, intron 2 of 3)	0.923572224868582	0.000138515128706912	4820
SMCR2	Distal Intergenic	0.92354241214343	1.59766181617927e-05	8501
SRCIN1	Promoter (<=1kb)	0.923521746493967	1.38792880027779e-05	0
PPP2R2C	Promoter (2-3kb)	0.923492486229584	2.69646835215478e-05	-2869
C6orf132	3' UTR	0.92347384012452	8.62721633259615e-05	33965
LINC00552	Promoter (1-2kb)	0.92333804885834	0.000159546779999808	1482
LOC105371750	Distal Intergenic	0.923321789290063	1.73842435509774e-05	43410
LIPC	3' UTR	0.923321420713537	0.00707745840564764	23179
SCN5A	Exon (ENST00000414099.6/6331, exon 16 of 26)	0.923308254088479	3.0311059844086e-05	-24591
NOTCH3	Promoter (<=1kb)	0.923221222695395	0.000124491365437702	-748
LOC105379829	Distal Intergenic	0.923178778702432	0.000100884188931106	50424
MAGEF1	Distal Intergenic	0.923138710585246	1.8743456772764e-05	39242
HTR1E	Distal Intergenic	0.923136966242517	0.00761664681478185	-15722
CNPY1	Intron (ENST00000406197.5/285888, intron 4 of 4)	0.92299587743108	3.24028118079799e-05	18453
COL13A1	Promoter (<=1kb)	0.922979637108829	9.7762065926896e-06	0
ATP2B3	Exon (ENST00000263519.5/492, exon 14 of 22)	0.922948438465837	0.000110769097981317	-8147
LINC01017	Intron (ENST00000662836.1/285577, intron 1 of 4)	0.922809675153392	0.000235711373699819	13572
